TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
16879,IS13_test_comp8_Nt,-20,20,scaleNoScaling,N,,%1.3f,,,,,16879,IS13_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16879,IS13_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16879,IS13_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,
16880,IS14_test_comp8_Nt,-20,20,scaleNoScaling,N,,%1.3f,,,,,16880,IS14_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16880,IS14_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16880,IS14_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,
16881,IS15_test_comp8_Nt,-20,20,scaleNoScaling,N,,%1.3f,,,,,16881,IS15_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16881,IS15_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16881,IS15_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,
16882,IS16_test_comp8_Nt,-20,20,scaleNoScaling,N,,%1.3f,,,,,16882,IS16_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16882,IS16_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,,,,16882,IS16_test_comp8_Nt,-28,27,scaleNoScaling,N,,%1.3f,,
16883,IS1_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16883,IS1_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16883,IS1_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16883,IS1_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16884,IS2_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16884,IS2_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16884,IS2_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16884,IS2_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16885,IS3_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16885,IS3_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16885,IS3_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16885,IS3_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16886,IS4_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16886,IS4_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16886,IS4_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16886,IS4_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16887,IS5_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16887,IS5_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16887,IS5_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16887,IS5_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16888,IS6_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16888,IS6_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16888,IS6_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16888,IS6_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16889,IS7_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16889,IS7_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16889,IS7_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16889,IS7_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16890,IS8_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16890,IS8_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16890,IS8_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16890,IS8_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16891,IS9_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16891,IS9_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16891,IS9_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16891,IS9_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16892,IS10_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16892,IS10_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16892,IS10_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16892,IS10_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16893,IS11_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16893,IS11_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16893,IS11_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16893,IS11_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16894,IS12_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16894,IS12_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16894,IS12_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16894,IS12_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16895,IS13_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16895,IS13_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16895,IS13_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16895,IS13_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16896,IS14_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16896,IS14_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16896,IS14_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16896,IS14_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16897,IS15_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16897,IS15_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16897,IS15_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16897,IS15_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16898,IS16_comp_diff01,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16898,IS16_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16898,IS16_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,,,,16898,IS16_comp_diff01,0,6,scaleNoScaling,N,,%1.3f,,
16899,IS1_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16899,IS1_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16899,IS1_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16899,IS1_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16900,IS2_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16900,IS2_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16900,IS2_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16900,IS2_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16901,IS3_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16901,IS3_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16901,IS3_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16901,IS3_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16902,IS4_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16902,IS4_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16902,IS4_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16902,IS4_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16903,IS5_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16903,IS5_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16903,IS5_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16903,IS5_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16904,IS6_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16904,IS6_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16904,IS6_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16904,IS6_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16905,IS7_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16905,IS7_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16905,IS7_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16905,IS7_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16906,IS8_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16906,IS8_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16906,IS8_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16906,IS8_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16907,IS9_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16907,IS9_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16907,IS9_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16907,IS9_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16908,IS10_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16908,IS10_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16908,IS10_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16908,IS10_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16909,IS11_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16909,IS11_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16909,IS11_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16909,IS11_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16910,IS12_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16910,IS12_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16910,IS12_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16910,IS12_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16911,IS13_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16911,IS13_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16911,IS13_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16911,IS13_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16912,IS14_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16912,IS14_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16912,IS14_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16912,IS14_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16913,IS15_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16913,IS15_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16913,IS15_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16913,IS15_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16914,IS16_comp_diff12,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16914,IS16_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16914,IS16_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,,,,16914,IS16_comp_diff12,0,6,scaleNoScaling,N,,%1.3f,,
16915,IS1_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16915,IS1_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16915,IS1_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16915,IS1_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16916,IS2_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16916,IS2_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16916,IS2_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16916,IS2_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16917,IS3_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16917,IS3_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16917,IS3_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16917,IS3_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16918,IS4_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16918,IS4_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16918,IS4_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16918,IS4_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16919,IS5_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16919,IS5_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16919,IS5_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16919,IS5_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16920,IS6_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16920,IS6_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16920,IS6_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16920,IS6_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16921,IS7_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16921,IS7_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16921,IS7_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16921,IS7_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16922,IS8_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16922,IS8_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16922,IS8_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16922,IS8_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16923,IS9_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16923,IS9_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16923,IS9_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16923,IS9_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16924,IS10_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16924,IS10_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16924,IS10_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16924,IS10_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16925,IS11_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16925,IS11_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16925,IS11_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16925,IS11_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16926,IS12_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16926,IS12_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16926,IS12_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16926,IS12_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16927,IS13_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16927,IS13_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16927,IS13_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16927,IS13_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16928,IS14_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16928,IS14_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16928,IS14_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16928,IS14_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16929,IS15_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16929,IS15_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16929,IS15_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16929,IS15_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16930,IS16_comp_diff23,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16930,IS16_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16930,IS16_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,,,,16930,IS16_comp_diff23,0,6,scaleNoScaling,N,,%1.3f,,
16931,IS1_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16931,IS1_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16931,IS1_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16931,IS1_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16932,IS2_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16932,IS2_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16932,IS2_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16932,IS2_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16933,IS3_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16933,IS3_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16933,IS3_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16933,IS3_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16934,IS4_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16934,IS4_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16934,IS4_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16934,IS4_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16935,IS5_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16935,IS5_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16935,IS5_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16935,IS5_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16936,IS6_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16936,IS6_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16936,IS6_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16936,IS6_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16937,IS7_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16937,IS7_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16937,IS7_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16937,IS7_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16938,IS8_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16938,IS8_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16938,IS8_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16938,IS8_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16939,IS9_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16939,IS9_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16939,IS9_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16939,IS9_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16940,IS10_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16940,IS10_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16940,IS10_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16940,IS10_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16941,IS11_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16941,IS11_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16941,IS11_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16941,IS11_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16942,IS12_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16942,IS12_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16942,IS12_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16942,IS12_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16943,IS13_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16943,IS13_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16943,IS13_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16943,IS13_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16944,IS14_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16944,IS14_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16944,IS14_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16944,IS14_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16945,IS15_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16945,IS15_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16945,IS15_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16945,IS15_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16946,IS16_comp_diff34,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16946,IS16_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16946,IS16_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,,,,16946,IS16_comp_diff34,0,6,scaleNoScaling,N,,%1.3f,,
16947,IS1_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16947,IS1_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16947,IS1_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16947,IS1_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16948,IS2_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16948,IS2_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16948,IS2_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16948,IS2_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16949,IS3_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16949,IS3_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16949,IS3_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16949,IS3_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16950,IS4_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16950,IS4_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16950,IS4_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16950,IS4_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16951,IS5_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16951,IS5_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16951,IS5_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16951,IS5_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16952,IS6_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16952,IS6_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16952,IS6_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16952,IS6_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16953,IS7_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16953,IS7_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16953,IS7_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16953,IS7_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16954,IS8_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16954,IS8_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16954,IS8_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16954,IS8_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16955,IS9_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16955,IS9_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16955,IS9_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16955,IS9_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16956,IS10_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16956,IS10_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16956,IS10_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16956,IS10_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16957,IS11_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16957,IS11_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16957,IS11_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16957,IS11_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16958,IS12_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16958,IS12_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16958,IS12_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16958,IS12_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16959,IS13_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16959,IS13_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16959,IS13_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16959,IS13_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16960,IS14_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16960,IS14_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16960,IS14_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16960,IS14_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16961,IS15_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16961,IS15_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16961,IS15_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16961,IS15_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16962,IS16_comp_diff45,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16962,IS16_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16962,IS16_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,,,,16962,IS16_comp_diff45,0,6,scaleNoScaling,N,,%1.3f,,
16963,IS1_comp_diff56,0,4.5,scaleNoScaling,N,,%1.3f,,,,,16963,IS1_comp_diff56,0,6,scaleNoScaling,N,,%1.3f,,,,,16963,IS1_comp_diff56,0,6,scaleNoScaling,N,,%1.3f,,,,,16963,IS1_comp_diff56,0,6,scaleNoScaling,N,,%1.3f,,
