TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,TestNum,TESTNAME,CHAR LoLim,CHAR HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
111039,IS_vp_1k_8_100uA,1.2,1.38,scaleNoScaling,V,,%1.3f,,,,,111039,IS_vp_1k_8_100uA,1.19,1.39,scaleNoScaling,V,,%1.3f,,,,,111039,IS_vp_1k_8_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,,,111039,IS_vp_1k_8_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,111039,IS_vp_1k_8_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,
111040,IS_vn_1k_8_100uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111040,IS_vn_1k_8_100uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111040,IS_vn_1k_8_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111040,IS_vn_1k_8_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111040,IS_vn_1k_8_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111041,IS_vp_1k_9_100uA,1.2,1.38,scaleNoScaling,V,,%1.3f,,,,,111041,IS_vp_1k_9_100uA,1.19,1.39,scaleNoScaling,V,,%1.3f,,,,,111041,IS_vp_1k_9_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,,,111041,IS_vp_1k_9_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,111041,IS_vp_1k_9_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,
111042,IS_vn_1k_9_100uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111042,IS_vn_1k_9_100uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111042,IS_vn_1k_9_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111042,IS_vn_1k_9_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111042,IS_vn_1k_9_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111043,IS_vp_1k_10_100uA,1.2,1.38,scaleNoScaling,V,,%1.3f,,,,,111043,IS_vp_1k_10_100uA,1.19,1.39,scaleNoScaling,V,,%1.3f,,,,,111043,IS_vp_1k_10_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,,,111043,IS_vp_1k_10_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,111043,IS_vp_1k_10_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,
111044,IS_vn_1k_10_100uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111044,IS_vn_1k_10_100uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111044,IS_vn_1k_10_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111044,IS_vn_1k_10_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111044,IS_vn_1k_10_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111045,IS_vp_1k_11_100uA,1.2,1.38,scaleNoScaling,V,,%1.3f,,,,,111045,IS_vp_1k_11_100uA,1.19,1.39,scaleNoScaling,V,,%1.3f,,,,,111045,IS_vp_1k_11_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,,,111045,IS_vp_1k_11_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,111045,IS_vp_1k_11_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,
111046,IS_vn_1k_11_100uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111046,IS_vn_1k_11_100uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111046,IS_vn_1k_11_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111046,IS_vn_1k_11_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111046,IS_vn_1k_11_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111047,IS_vp_1k_12_100uA,1.2,1.38,scaleNoScaling,V,,%1.3f,,,,,111047,IS_vp_1k_12_100uA,1.19,1.39,scaleNoScaling,V,,%1.3f,,,,,111047,IS_vp_1k_12_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,,,111047,IS_vp_1k_12_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,,111047,IS_vp_1k_12_100uA,1.2,1.4,scaleNoScaling,V,,%1.3f,,
111048,IS_vn_1k_12_100uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111048,IS_vn_1k_12_100uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111048,IS_vn_1k_12_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111048,IS_vn_1k_12_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111048,IS_vn_1k_12_100uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111049,IS_vp_1k_1_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111049,IS_vp_1k_1_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111049,IS_vp_1k_1_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111049,IS_vp_1k_1_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111049,IS_vp_1k_1_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111050,IS_vn_1k_1_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111050,IS_vn_1k_1_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111050,IS_vn_1k_1_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111050,IS_vn_1k_1_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111050,IS_vn_1k_1_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111051,IS_vp_1k_2_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111051,IS_vp_1k_2_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111051,IS_vp_1k_2_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111051,IS_vp_1k_2_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111051,IS_vp_1k_2_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111052,IS_vn_1k_2_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111052,IS_vn_1k_2_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111052,IS_vn_1k_2_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111052,IS_vn_1k_2_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111052,IS_vn_1k_2_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111053,IS_vp_1k_3_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111053,IS_vp_1k_3_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111053,IS_vp_1k_3_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111053,IS_vp_1k_3_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111053,IS_vp_1k_3_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111054,IS_vn_1k_3_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111054,IS_vn_1k_3_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111054,IS_vn_1k_3_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111054,IS_vn_1k_3_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111054,IS_vn_1k_3_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111055,IS_vp_1k_4_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111055,IS_vp_1k_4_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111055,IS_vp_1k_4_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111055,IS_vp_1k_4_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111055,IS_vp_1k_4_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111056,IS_vn_1k_4_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111056,IS_vn_1k_4_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111056,IS_vn_1k_4_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111056,IS_vn_1k_4_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111056,IS_vn_1k_4_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111057,IS_vp_1k_5_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111057,IS_vp_1k_5_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111057,IS_vp_1k_5_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111057,IS_vp_1k_5_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111057,IS_vp_1k_5_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111058,IS_vn_1k_5_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111058,IS_vn_1k_5_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111058,IS_vn_1k_5_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111058,IS_vn_1k_5_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111058,IS_vn_1k_5_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111059,IS_vp_1k_6_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111059,IS_vp_1k_6_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111059,IS_vp_1k_6_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111059,IS_vp_1k_6_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111059,IS_vp_1k_6_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111060,IS_vn_1k_6_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111060,IS_vn_1k_6_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111060,IS_vn_1k_6_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111060,IS_vn_1k_6_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111060,IS_vn_1k_6_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111061,IS_vp_1k_7_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111061,IS_vp_1k_7_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111061,IS_vp_1k_7_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111061,IS_vp_1k_7_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111061,IS_vp_1k_7_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111062,IS_vn_1k_7_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111062,IS_vn_1k_7_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111062,IS_vn_1k_7_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111062,IS_vn_1k_7_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111062,IS_vn_1k_7_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111063,IS_vp_1k_8_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111063,IS_vp_1k_8_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111063,IS_vp_1k_8_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111063,IS_vp_1k_8_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111063,IS_vp_1k_8_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111064,IS_vn_1k_8_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111064,IS_vn_1k_8_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111064,IS_vn_1k_8_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111064,IS_vn_1k_8_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111064,IS_vn_1k_8_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111065,IS_vp_1k_9_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111065,IS_vp_1k_9_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111065,IS_vp_1k_9_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111065,IS_vp_1k_9_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111065,IS_vp_1k_9_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111066,IS_vn_1k_9_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111066,IS_vn_1k_9_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111066,IS_vn_1k_9_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111066,IS_vn_1k_9_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111066,IS_vn_1k_9_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111067,IS_vp_1k_10_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111067,IS_vp_1k_10_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111067,IS_vp_1k_10_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111067,IS_vp_1k_10_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111067,IS_vp_1k_10_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111068,IS_vn_1k_10_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111068,IS_vn_1k_10_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111068,IS_vn_1k_10_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111068,IS_vn_1k_10_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111068,IS_vn_1k_10_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111069,IS_vp_1k_11_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111069,IS_vp_1k_11_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111069,IS_vp_1k_11_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111069,IS_vp_1k_11_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111069,IS_vp_1k_11_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111070,IS_vn_1k_11_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111070,IS_vn_1k_11_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111070,IS_vn_1k_11_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111070,IS_vn_1k_11_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111070,IS_vn_1k_11_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111071,IS_vp_1k_12_200uA,1.31,1.49,scaleNoScaling,V,,%1.3f,,,,,111071,IS_vp_1k_12_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111071,IS_vp_1k_12_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,,,111071,IS_vp_1k_12_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,,111071,IS_vp_1k_12_200uA,1.3,1.5,scaleNoScaling,V,,%1.3f,,
111072,IS_vn_1k_12_200uA,1.1,1.28,scaleNoScaling,V,,%1.3f,,,,,111072,IS_vn_1k_12_200uA,1.09,1.29,scaleNoScaling,V,,%1.3f,,,,,111072,IS_vn_1k_12_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111072,IS_vn_1k_12_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111072,IS_vn_1k_12_200uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111073,IS_vp_1k_1_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111073,IS_vp_1k_1_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111073,IS_vp_1k_1_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111073,IS_vp_1k_1_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111073,IS_vp_1k_1_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111074,IS_vn_1k_1_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111074,IS_vn_1k_1_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111074,IS_vn_1k_1_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111074,IS_vn_1k_1_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111074,IS_vn_1k_1_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111075,IS_vp_1k_2_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111075,IS_vp_1k_2_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111075,IS_vp_1k_2_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111075,IS_vp_1k_2_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111075,IS_vp_1k_2_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111076,IS_vn_1k_2_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111076,IS_vn_1k_2_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111076,IS_vn_1k_2_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111076,IS_vn_1k_2_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111076,IS_vn_1k_2_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111077,IS_vp_1k_3_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111077,IS_vp_1k_3_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111077,IS_vp_1k_3_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111077,IS_vp_1k_3_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111077,IS_vp_1k_3_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111078,IS_vn_1k_3_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111078,IS_vn_1k_3_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111078,IS_vn_1k_3_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111078,IS_vn_1k_3_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111078,IS_vn_1k_3_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111079,IS_vp_1k_4_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111079,IS_vp_1k_4_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111079,IS_vp_1k_4_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111079,IS_vp_1k_4_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111079,IS_vp_1k_4_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111080,IS_vn_1k_4_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111080,IS_vn_1k_4_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111080,IS_vn_1k_4_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111080,IS_vn_1k_4_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111080,IS_vn_1k_4_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111081,IS_vp_1k_5_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111081,IS_vp_1k_5_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111081,IS_vp_1k_5_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111081,IS_vp_1k_5_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111081,IS_vp_1k_5_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111082,IS_vn_1k_5_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111082,IS_vn_1k_5_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111082,IS_vn_1k_5_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111082,IS_vn_1k_5_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111082,IS_vn_1k_5_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111083,IS_vp_1k_6_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111083,IS_vp_1k_6_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111083,IS_vp_1k_6_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111083,IS_vp_1k_6_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111083,IS_vp_1k_6_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111084,IS_vn_1k_6_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111084,IS_vn_1k_6_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111084,IS_vn_1k_6_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111084,IS_vn_1k_6_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111084,IS_vn_1k_6_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111085,IS_vp_1k_7_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111085,IS_vp_1k_7_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111085,IS_vp_1k_7_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111085,IS_vp_1k_7_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111085,IS_vp_1k_7_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111086,IS_vn_1k_7_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111086,IS_vn_1k_7_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111086,IS_vn_1k_7_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111086,IS_vn_1k_7_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111086,IS_vn_1k_7_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111087,IS_vp_1k_8_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111087,IS_vp_1k_8_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111087,IS_vp_1k_8_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111087,IS_vp_1k_8_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111087,IS_vp_1k_8_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111088,IS_vn_1k_8_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111088,IS_vn_1k_8_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111088,IS_vn_1k_8_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111088,IS_vn_1k_8_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111088,IS_vn_1k_8_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111089,IS_vp_1k_9_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111089,IS_vp_1k_9_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111089,IS_vp_1k_9_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111089,IS_vp_1k_9_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111089,IS_vp_1k_9_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111090,IS_vn_1k_9_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111090,IS_vn_1k_9_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111090,IS_vn_1k_9_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111090,IS_vn_1k_9_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111090,IS_vn_1k_9_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111091,IS_vp_1k_10_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111091,IS_vp_1k_10_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111091,IS_vp_1k_10_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111091,IS_vp_1k_10_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111091,IS_vp_1k_10_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111092,IS_vn_1k_10_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111092,IS_vn_1k_10_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111092,IS_vn_1k_10_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111092,IS_vn_1k_10_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111092,IS_vn_1k_10_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111093,IS_vp_1k_11_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111093,IS_vp_1k_11_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111093,IS_vp_1k_11_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111093,IS_vp_1k_11_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111093,IS_vp_1k_11_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111094,IS_vn_1k_11_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111094,IS_vn_1k_11_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111094,IS_vn_1k_11_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111094,IS_vn_1k_11_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111094,IS_vn_1k_11_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
111095,IS_vp_1k_12_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111095,IS_vp_1k_12_300uA,1.39,1.62,scaleNoScaling,V,,%1.3f,,,,,111095,IS_vp_1k_12_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,,,111095,IS_vp_1k_12_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,,111095,IS_vp_1k_12_300uA,1.4,1.6,scaleNoScaling,V,,%1.3f,,
111096,IS_vn_1k_12_300uA,1.1,1.29,scaleNoScaling,V,,%1.3f,,,,,111096,IS_vn_1k_12_300uA,1.09,1.3,scaleNoScaling,V,,%1.3f,,,,,111096,IS_vn_1k_12_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,,,111096,IS_vn_1k_12_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,,111096,IS_vn_1k_12_300uA,1.1,1.3,scaleNoScaling,V,,%1.3f,,
